true_utility,false_utility,complexity
4.064,4.214,0.879
2.631,2.631,0.6213333333333333
3.663,3.663,0.664
4.275,4.275,0.846
3.059,3.783,0.801
3.68,3.68,0.6346666666666667
3.505,3.642,0.837
1.94,7.914,0.632
3.116,3.116,0.771
2.781,2.781,0.6453333333333333
3.848,3.848,0.5786666666666667
3.352,3.778,0.6026666666666667
3.812,4.028,0.6613333333333333
2.427,3.357,0.9
4.989,5.188,0.765
3.875,3.974,0.831
3.282,3.282,0.78
3.502,3.533,0.789
3.385,3.385,0.87
1.996,2.405,0.6693333333333333
3.785,3.921,0.81
2.923,2.923,0.768
